PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
123;11;11; ;Jst Maro;;75;230;2000-5-29;Litija;OSR;Slovenia;;;0
124;4;4; ;Guy LeGrande;;77;220;2000-6-14;Toronto;ON;Canada;;;0
126;-1;-1; ;Bobby Bobcalf;;74;180;2000-7-18;Kilkenny;KIL;Ireland;;;0
130;3;3; ;Bobby Lane;;71;183;2000-10-11;East Grand Forks;MN;The United States;;;0
132;21;21; ;Peter Larson;;75;200;2000-12-9;Copenhagen;FRE;Norway;Denmark;;0
134;6;6; ;Phillip Weaver;;73;195;2005-2-15;Toronto;ON;Canada;;;0
135;1;1; ;Mat Smith;;73;180;2000-3-16;London;ENG;England;;;0
136;2;2; ;Andrej Doskocil;;72;215;2000-4-2;Prague;PRA;Czech Republic;;;0
137;-1;-1; ;Reginald MacIntyre;;77;250;2000-3-31;Inverness;SCO;Scotland;;;0
139;18;18; ;Carlos Brown;;74;225;2002-1-10;Toronto;ON;Canada;;;0
142;-1;-1; ;David Vent;;78;265;2000-6-9;Prague;PRA;Czech Republic;;;0
143;-1;-1; ;Barret McCarthy;;74;225;2000-10-2;Woodruff;SC;The United States;;;0
144;-1;-1; ;Craig Finley;;73;210;2000-6-10;Stevenson;AL;The United States;;;0
146;-1;-1; ;Rainbow Dash;;71;173;2000-11-20;Dallas;TX;Ireland;;;0
147;6;6; ;Luke Thomason;;72;185;2000-4-21;Brno;JHM;Czech Republic;;;0
148;4;4; ;David Kastrba;;71;173;2000-6-29;Prague;PRA;Czech Republic;;;0
150;0;0; ;Jaska Seppala;;74;195;2001-1-5;Tampere;PIR;Finland;;;0
151;-1;-1;Darren;Mays;;71;182;1996-12-2;Torrance;CA;The United States;Bangladesh;;0
152;11;11; ;Goku Muerto;;73;198;2000-8-16;Reykjavík;HöF;Iceland;;;0
153;4;4; ;Jax Aittokallio;;74;208;2000-9-24;Edmonton;AB;Finland;Canada;;0
155;-1;-1; ;Derek Bohne Jr.;;76;225;2000-4-16;Texas City;TX;The United States;;;0
157;1;1; ;Mats Marner;;76;230;2002-2-19;Freeport;TX;Ukraine;;;0
158;-1;-1; ;Backdoor Barnacle;;75;215;1995-12-20;Long Beach;CA;The United States;;;0
162;-1;-1;George;Smith;;72;196;1997-2-2;Bryan;OH;The United States;;;0
163;10;10; ;Phineas Gold;;71;190;2000-2-8;McKinleyville;CA;The United States;;;0
165;-1;-1; ;Johannes Leitner;;76;198;2000-6-25;Innsbruck;TIR;Austria;;;0
168;10;10; ;Separa Borro;;74;190;2000-8-10;Toronto;ON;Canada;;;0
170;10;10; ;Perry Morgan;;74;250;2000-5-10;Nottingham;ENG;England;;;0
171;-1;-1; ;Maximilian Egger;;72;205;2000-1-10;Vienna;WIE;Austria;;;0
174;-1;-1; ;Dylan Karlsson;;73;205;2000-10-30;Stockholm;STO;Sweden;;;0
175;18;18; ;Guy Zheng;;76;215;2000-7-14;London;ENG;England;;;0
178;18;18; ;Eko van Otter;;71;183;2000-9-13;Oslo;AKE;Norway;;;0
179;18;18; ;Dick Clapper;;76;220;2000-10-23;Ottawa;ON;Canada;;;0
181;-1;-1; ;Rafe Ulrich;;79;250;2000-4-18;Longyearbyen;SVA;Norway;;;0
183;-1;-1; ;Ricky Bobby;;75;185;2001-2-19;Lealman;FL;The United States;;;0
184;1;1; ;Boris Poroshenko;;75;230;2000-6-2;Kiev;KIE;Ukraine;;;0
185;5;5; ;Slap McShotty;;76;209;2000-6-25;Mesa;AZ;The United States;;;0
190;18;18; ;Josh Dolphin;;72;200;2002-11-9;Seymour (Outagamie County);WI;England;;;0
191;3;3; ;Ola Wagstrom;;75;213;2000-1-4;Stockholm;STO;Sweden;;;0
192;-1;-1; ;Manuel Gotze;;75;220;2000-8-17;Frankfurt;HES;Germany;;;0
193;-1;-1; ;Anders Christiansen;;74;190;2000-5-17;Bergen;HOR;Norway;;;0
197;-1;-1;Billy;Backus;;72;193;1995-8-24;Austin;TX;The United States;;;0
198;-1;-1; ;Pucky Stopz;;66;300;2000-10-11;Dallas;TX;Japan;;;0
203;-1;-1; ;Anastasia O'Koivu;;71;165;2000-4-4;Moscow;MOS;Russia;;;0
211;-1;-1; ;Anthony Archer;;74;182;2000-6-10;Ottawa;ON;Canada;;;0
217;-1;-1; ;Cullen Gray;;72;192;2000-11-7;Kelowna;BC;Canada;;;0
219;0;0; ;Matt Kholin;;73;205;2000-9-15;Montreal;QC;Canada;;;0
226;13;13; ;Austin Roenick;;73;210;2000-12-2;Dublin;DUB;Ireland;;;0
227;1;1; ;Gunnar Soderberg;;71;195;2000-6-16;Stockholm;STO;Sweden;;;0
228;14;14; ;Olivier Cloutier;;70;165;2000-8-3;Paris;ÎLE;France;;;0
232;7;7; ;Luca Del Vecchio;;73;201;2000-12-13;Florence;TUS;Italy;;;0
236;21;21; ;Rex Kirkby;Acsolap;74;212;2000-10-31;London;ENG;England;;;0
237;7;7; ;Nat Emerson;Thelastheraclid;76;250;2000-9-16;District Heights;MD;The United States;;;0
241;-1;-1; ;Karsten Kadinger;Allegiant;68;160;1998-11-5;Kaiserslautern;RHI;The United States;;;0
244;12;12; ;Fleetway Super Sonic;;62;177;2003-5-25;Ridgewood;NJ;Moldova;;;0
248;-1;-1;J.J.;Butler;;73;182;1996-6-6;Seattle;WA;The United States;;;0
249;21;21; ;Frederick Wanesly;;76;220;2000-9-6;London;ENG;England;;;0
255;7;7; ;Rob Wright;;73;176;2002-10-7;Central Manchester;CT;Norway;;;0
259;-1;-1; ;Boris Denisovich;Deng;69;165;1998-9-9;St. Petersburg;SAI;Russia;;;0
260;11;11; ;Zakkira Diporov;;75;220;2000-8-18;Moscow;MOS;Russia;;;0
262;-1;-1; ;Petr Mikulak;efiug;74;178;2000-10-14;Kladno;STR;Czech Republic;;;0
263;-1;-1;Dan;Keats;;70;204;1997-3-31;Sunnyvale;CA;The United States;;;0
264;8;8; ;Kata Vilde;;76;215;2000-2-26;Stockholm;STO;Sweden;;;0
269;9;9; ;Prince Devitt;;71;190;2000-6-16;Dublin;DUB;Ireland;;;0
270;10;10; ;Oliver Klozoff;;73;220;2000-8-11;Dikson;KRA;Russia;;;0
271;8;8; ;Brennan Kennedy Jr.;;76;235;2000-9-5;Vienna;WIE;Austria;;;0
273;-1;-1; ;Chico Smeb;;81;220;2000-6-28;Seoul;SEO;South Korea;;;0
274;-1;-1; ;Bernik Vrzala;;74;210;2000-4-9;Kladno;STR;Czech Republic;;;0
275;-1;-1; ;Jack Wilson;;73;210;2000-10-13;Dublin;DUB;Ireland;;;0
276;-1;-1; ;Otis B. Driftwood;;75;245;2000-7-17;Queensbury;NY;The United States;;;0
279;8;8; ;Mikael Choybuk;;72;185;2000-3-11;Ottawa;ON;Canada;;;0
280;-1;-1; ;Mason Hudson;;71;179;1997-12-10;Prague;PRA;Czech Republic;;;0
281;-1;-1; ;Shooter McGavin;;74;190;2000-5-2;New York;NY;The United States;;;0
284;8;8; ;Esa Parmborg;;79;250;2000-10-5;Reykjavík;HöF;Iceland;;;0
285;8;8; ;Barry Batsbak;;74;204;2000-8-15;Ottawa;ON;Canada;;;0
290;-1;-1; ;Atlas Rush;;77;225;2000-10-15;Ottawa;ON;Canada;;;0
291;8;8; ;Maxime Bouchard;;71;190;2000-7-13;Ottawa;ON;Canada;;;0
292;-1;-1; ;Brock Nuck;;80;240;2000-6-25;Riga;RIG;Latvia;;;0
299;0;0; ;Chimkin Wing;;81;225;2004-5-20;Zrenjanin;VOJ;Serbia;;;0
300;4;4; ;Monster The Doctor;;78;300;2003-12-25;Culloden;WV;The Netherlands;;;0
301;9;9; ;Karlstrasse Scholz;;74;220;2000-1-31;Echternach;ECH;Luxembourg;;;0
303;-1;-1; ;Brady McIntyre;;76;186;2000-6-4;Grand Haven;MI;The United States;;;0
304;5;5; ;FR Finn-Rhys;;74;217;2000-9-25;Bern;BE;Switzerland;;;0
306;-1;-1; ;Tor Tuck;;70;210;2000-4-14;Oslo;AKE;Norway;;;0
307;-1;-1; ;Jordan von Matt;;75;195;2000-3-20;Vancouver;BC;Canada;;;0
308;13;13; ;Elias Kierkegaard;;74;205;2003-2-3;Oakland;CA;Denmark;;;0
309;-1;-1; ;Sven Brokstad;;71;205;1996-8-9;Stockholm;STO;Sweden;;;0
310;9;9; ;Tony Pepperoni;;72;187;2000-9-9;Edmonton;AB;Canada;;;0
311;-1;-1; ;Richard Rocket;;75;213;1996-4-17;Dallas;TX;The United States;;;0
320;-1;-1; ;Marc Hagan;;75;204;2000-3-10;Atlanta;GA;The United States;;;0
321;-1;-1;Joe;Average;;71;180;2005-2-7;Newmarket;ON;Canada;;;0
323;9;9; ;Julio Tokolosh;;69;185;2000-5-20;Los Angeles;CA;The United States;;;0
324;3;3; ;Barrett Blackwood;;73;190;2000-8-11;Stamford;CT;The United States;;;0
325;-1;-1; ;Boruvka Banananak;;68;160;2000-10-3;Brno;JHM;Czech Republic;;;0
326;20;20; ;James Truong;;71;200;2000-1-4;Ottawa;ON;Canada;;;0
327;11;11; ;Alex Marshall;;73;220;2003-9-28;Chicago;IL;Canada;;;0
330;-1;-1; ;Sebastien Primeau;;72;200;2000-7-15;Montreal;QC;Canada;;;0
331;10;10; ;Markus Tegernako;;73;195;2000-10-15;Lucerne;LU;Switzerland;;;0
335;-1;-1; ;Noah Tedla;;75;190;2000-12-21;Flatonia;TX;The United States;;;0
337;13;13; ;Mathias Seger;;73;190;2000-12-2;Zurich;ZH;Switzerland;;;0
338;-1;-1; ;Buck Maverick;;76;240;2000-5-14;Kansas City;KS;The United States;;;0
340;-1;-1; ;Geoff Moore;;76;206;2000-6-11;Trenton;NJ;The United States;;;0
341;-1;-1; ;Ti-Guy Emond;;79;240;2000-6-17;Quebec City;QC;Canada;;;0
343;-1;-1; ;Noah Gallagher;;74;208;2000-6-30;Dublin;DUB;Ireland;;;0
349;-1;-1; ;Bobby Watson;;74;220;2000-5-29;Sydney;NSW;Australia;;;0
350;-1;-1; ;Gunnar Petrov;;74;203;1994-11-29;Texas City;TX;Russia;;;0
351;-1;-1; ;Florence Clijsters;;67;141;2000-9-3;Gent;EAS;Latvia;;;0
355;7;7; ;Jon Forty-One;;73;181;2000-12-31;London;ENG;England;;;0
356;10;10; ;Collin Gibbles;;74;230;2000-3-27;Hilton Head Island;SC;The United States;;;0
363;-1;-1; ;Vivian Leblanc;;65;150;2000-2-13;San Mateo;CA;The United States;;;0
364;-1;-1; ;Daichi Franciszek;;75;215;2000-2-5;Mineola;NY;Poland;;;0
365;6;6; ;Dwight Knight;;72;202;2003-8-8;Hollywood;FL;The United States;;;0
369;11;11; ;Slip McScruff;;73;215;2000-9-19;Seattle;WA;The United States;;;0
370;18;18; ;Patric Twist;;74;235;2002-10-28;Dublin;DUB;Ireland;;;0
371;-1;-1; ;bobles;;74;215;1993-12-4;Kilkenny;KIL;Ireland;;;0
373;3;3; ;Adam Barron;;74;195;2000-3-23;Toronto;ON;Canada;;;0
375;-1;-1; ;Osbert Whacker;;72;210;2000-6-8;Mt. Sinai;NY;The United States;;;0
376;-1;-1; ;Ignatius Blunt;;73;200;2000-6-7;Ljubljana;OSR;Slovenia;;;0
378;-1;-1; ;Reginald Rove;;76;200;2000-3-5;York;ENG;England;;;0
380;11;11; ;Calogero Crudelli;;74;235;2000-2-15;Riga;RIG;Latvia;;;0
381;-1;-1;Ron;Lawson;;74;190;1996-4-20;Los Angeles;CA;The United States;;;0
382;11;11; ;Nick Brain;;76;228;2000-5-5;London;ENG;England;;;0
384;11;11; ;Commander Shepard;;70;180;2000-1-22;Dallas;TX;Canada;;;0
392;-1;-1; ;Jake Peralta;;73;210;2000-4-25;Dallas;TX;The United States;;;0
395;13;13; ;Jimmy Wagner;;73;190;2000-7-14;Vienna;WIE;Austria;;;0
397;-1;-1; ;Chris Partridge;;72;192;1995-9-11;Edmonton;AB;Canada;;;0
400;-1;-1; ;Ray Bork;;73;192;2000-10-11;York;ENG;England;;;0
402;-1;-1; ;Jack Tanner;;71;210;2000-10-14;Dublin;DUB;Ireland;;;0
404;5;5; ;Leopold Lockhart;;76;198;2000-11-9;Concord;MA;The United States;;;0
406;18;18; ;Dominic Montgomery;;73;205;2000-12-29;St. Clair Shores;MI;England;;;0
408;6;6; ;Zoltan Topalo;;70;223;2003-10-23;Wood Dale;IL;The United States;;;0
409;8;8; ;Jeff Brogen;;73;215;2000-11-9;Toronto;ON;Canada;;;0
412;-1;-1;Bruce;Bedwell;;77;235;1997-2-10;Columbia;TN;The United States;;;0
413;-1;-1; ;Nathan Explosion;;76;222;2000-2-7;Helsinki;UUS;Finland;;;0
415;8;8; ;Steven Moyer;;77;215;2000-4-26;Edmonton;AB;Canada;;;0
417;12;12; ;Knute Knurtsson;;73;198;2000-11-24;Stockholm;STO;Sweden;;;0
422;-1;-1; ;Yoshimitsu McCloud;;75;210;2000-9-30;Dublin;DUB;Ireland;;;0
423;-1;-1; ;Richard Metcalf Jr.;;69;180;2000-12-31;St. Paul;MN;The United States;;;0
429;13;13; ;Knox Booth;;77;215;2000-10-22;Montreal;QC;Czech Republic;Canada;;0
430;-1;-1; ;Nolan McMahon;;76;210;2000-10-19;Bern;BE;Switzerland;;;0
432;4;4; ;Mertin Brodeur;;73;190;2005-9-10;Montreal;QC;Canada;;;0
433;18;18; ;Simon LeBlanc;;71;180;2000-1-31;Ottawa;ON;Canada;;;0
435;1;1; ;Disisde Dayudie;;73;200;2000-3-25;Texas City;TX;Japan;;;0
436;-1;-1; ;Jay Steele;;72;186;1995-2-12;Texas City;TX;Wales;;;0
437;7;7; ;Oliver Cleary;;75;215;2000-8-26;Toronto;ON;Canada;;;0
438;20;20; ;Tony Ford;;75;200;2000-11-18;London;ENG;England;;;0
439;10;10; ;Thomas Bathory;;75;207;2000-11-15;Budapest;BUD;Hungary;;;0
442;13;13; ;Philipp Winter;;74;197;2000-8-5;Buffalo;NY;Germany;The United States;;0
444;-1;-1; ;Mason Brown;;73;225;1996-3-7;London;ENG;England;;;0
447;-1;-1; ;Leonid Kofix;;75;205;2000-1-18;Vancouver;BC;Canada;;;0
448;-1;-1;Arnold;Berk;;72;207;1995-4-7;San Antonio;TX;The United States;;;0
452;21;21; ;First-Name Last-Name;;72;200;2000-2-6;Toronto;ON;Canada;;;0
454;-1;-1;Fred;Geller;;76;230;1998-5-16;Edgemere;MD;The United States;;;0
455;-1;-1; ;Ambacas Cuddles;;91;35;2003-6-28;Portage;IN;Gabon;;;0
456;13;13; ;Elijah Jones;;72;190;2000-9-6;Mexico City;DIS;Switzerland;Mexico;;0
457;2;2; ;Theo Morgan;;75;210;2000-2-16;Vancouver;BC;Canada;;;0
458;-1;-1; ;Hiro Fujikawa;;73;200;2000-10-12;Fukuoka;FUK;Japan;;;0
460;-1;-1; ;Marabelle Octive;;66;230;2003-7-20;Victoria;BC;Canada;;;0
462;-1;-1; ;Lee Marshall;;75;215;2000-12-1;Ottawa;ON;Canada;;;0
465;-1;-1;Marvin;Simpson;;76;187;1996-6-20;Paso Robles;CA;The United States;;;0
466;14;14; ;Darnell Johnson;;75;220;2000-11-19;Hartford;CT;The United States;;;0
468;-1;-1; ;Jaakko Jarvinen;;74;195;2000-6-12;Los Angeles;CA;Finland;;;0
470;14;14; ;Lyle Odelein III;;74;210;2000-3-16;Toronto;ON;Canada;;;0
472;-1;-1; ;Bob Bergen;;75;220;2000-12-12;Cambridge;ENG;England;;;0
475;10;10; ;Mika Mayfield;;68;165;2000-11-20;Rome;LAZ;England;Italy;;0
477;-1;-1; ;Krists Zommers;;71;200;1996-12-2;Riga;RIG;Latvia;;;0
478;-1;-1; ;DeMaricus Smyth;;76;197;2000-8-19;Blansko;JHM;Czech Republic;;;0
479;-1;-1; ;Face of the Franchise;;77;220;2000-5-26;Eupora;MS;The United States;;;0
481;3;3; ;Ruslan Zaporozhets;;73;200;2001-4-29;Zaporizhzhya;ZAP;Ukraine;;;0
483;11;11; ;Mack Daddy;;75;225;2003-3-27;San Dimas;CA;The United States;;;0
488;-1;-1;Chris;Megahy;;67;169;1997-6-1;Hopedale;MA;The United States;;;0
489;13;13; ;Michael Fox;;71;185;2000-5-26;Hingham;MA;The United States;;;0
490;13;13; ;Jimmy Slothface;;73;200;2000-1-13;Helsinki;UUS;England;Finland;;0
491;-1;-1; ;Lil Manius;;69;182;2000-10-29;New York;NY;The United States;;;0
492;4;4; ;Piotr Czerkawski;;74;220;2000-5-10;Radomsko;LOD;Czech Republic;Poland;;0
493;-1;-1;Jared;Sellers;;72;203;1996-1-28;Grapevine;TX;The United States;;;0
495;-1;-1; ;Patrick Niederreiter;;75;240;2000-6-4;Beaverton;OR;The United States;;;0
496;3;3; ;Jason Voorhees;;77;240;2004-11-16;Lakewood;WA;Finland;;;0
497;20;20; ;White Goodman;;73;200;2000-9-18;Erie;PA;Italy;;;0
499;-1;-1;Rob;Taylor;;71;181;1994-1-11;Las Vegas;NV;The United States;;;0
500;15;15; ;Bjorn Leppanen;;71;183;2000-11-28;Tampere;PIR;Finland;;;0
501;15;15; ;Noah Brusky;;74;192;2000-12-16;Dearborn;MI;The United States;;;0
502;15;15; ;Piotr Horvat;;76;225;2000-10-26;St. Petersburg;SAI;Russia;;;0
506;-1;-1; ;Jake Primeau;;72;178;2000-11-10;Carlsbad;CA;Canada;;;0
507;14;14; ;Bradley Barkov;;75;215;2000-3-19;Tampere;PIR;Finland;;;0
508;-1;-1; ;Ricky Spanish;;75;230;2000-9-11;Columbus;OH;Afghanistan;;;0
509;15;15; ;Josef Kubinec;;72;197;2000-7-12;Brno;JHM;Czech Republic;;;0
510;15;15; ;Andreas Kvalheim;;77;203;2000-4-4;Trondheim;SøR;Norway;;;0
513;9;9; ;William Hartmann;;71;196;2000-11-27;Lucerne;LU;Switzerland;;;0
514;-1;-1; ;Josh Driver;;74;208;2002-10-14;New York;NY;The United States;;;0
527;-1;-1;Bill;Ebert;;72;195;1994-5-28;Walterboro;SC;The United States;;;0
529;-1;-1; ;Biz Nasty;;71;212;2000-2-23;Athens;GA;The United States;;;0
531;-1;-1; ;Ian Venables;;76;222;2000-3-8;Vancouver;BC;Canada;;;0
532;-1;-1; ;Evgueni Marmeladov;;73;224;2000-10-19;Denison;IA;The United States;;;0
533;-1;-1; ;Jon Toner;;73;200;2000-3-4;Killarney;KER;Ireland;;;0
534;3;3; ;Delver Fudgeson;;75;200;2000-5-17;Ottawa;ON;Canada;;;0
535;-1;-1; ;Troy McClure III;;80;271;2000-7-9;Auburn;AL;Slovakia;;;0
536;0;0; ;Nicholas Owens;;72;200;2000-8-23;Kyoto;KYO;Japan;;;0
537;-1;-1; ;Gavin Hughes;;71;190;2000-2-26;Hemet;CA;The United States;;;0
538;14;14; ;Conner Hutton;;72;178;2000-9-28;Saskatoon;SK;Canada;;;0
539;3;3; ;Ursin Zimmermann;;71;201;2000-8-2;Geneva;GE;Switzerland;;;0
540;6;6; ;Jakob Hamr;;69;197;2000-8-16;Brno;JHM;Czech Republic;;;0
541;-1;-1; ;Ricky Bobby;;73;187;2000-5-29;Los Angeles;CA;The United States;Ecuador;;0
542;-1;-1; ;General Hammer;;83;300;2000-12-5;New Rochelle;NY;Canada;;;0
543;12;12; ;Henrik Lekberg Osterman;;74;204;2000-5-31;Stockholm;STO;Sweden;;;0
544;14;14; ;Kenny Creller;;75;210;2000-9-18;Kilkenny;KIL;Ireland;;;0
545;0;0; ;Aron Hernadivic;;70;180;2000-5-4;Brno;JHM;Czech Republic;;;0
546;-1;-1; ;Cleo Green;;74;190;2000-10-27;Mt. Holly;NJ;The United States;;;0
547;8;8; ;Joseph Weston;;73;202;2000-6-5;Dallas;TX;The United States;;;0
548;-1;-1; ;Kristers Dzelme;;74;185;2000-1-14;Erie;PA;Latvia;;;0
549;6;6; ;Michael Fitted;;71;175;2000-9-22;Tampere;PIR;Finland;;;0
550;10;10; ;Luca Veccelli;;75;208;2000-7-19;Lucerne;LU;Switzerland;;;0
551;9;9; ;Ivan Maximus;;72;210;2000-2-17;Moscow;MOS;Russia;;;0
552;-1;-1; ;Moritz Kruger;;70;166;2000-1-29;Merrimack;NH;Germany;;;0
553;-1;-1; ;Lincoln Riley;;71;200;2000-1-4;Due West;SC;Ireland;;;0
554;15;15; ;Alexander Wachter;;71;178;2000-8-26;Vienna;WIE;Austria;;;0
555;-1;-1; ;Bernard Freeman;;74;201;2000-1-11;Whittier;CA;The United States;;;0
558;8;8; ;Luukas Lilja;;73;179;2005-3-15;Nokia;PIR;Finland;;;0
559;-1;-1; ;Hariken Urawa;;72;205;2000-4-20;Tokyo;TOK;Japan;;;0
560;-1;-1; ;Yamamoto Mitsuharu;;72;215;2001-2-3;Tokyo;TOK;Japan;;;0
563;21;21; ;Scoochie Stratton;;75;210;2001-1-10;Glendale;CA;The United States;;;0
564;5;5; ;Leo Bloomfield;;70;150;2001-11-5;Canton;IL;Ireland;;;0
565;11;11; ;Strom Chamberlain;;74;260;2001-8-26;Greensboro;NC;The United States;;;0
566;19;19; ;Thor Odinson;;77;250;2002-11-21;Woodlawn (Baltimore County);MD;Norway;;;0
567;-1;-1; ;Danila Zhernov;;75;220;2000-7-5;Kiev;KIE;Ukraine;;;0
568;0;0; ;Augustus Wang;;74;190;2000-12-5;Toronto;ON;Canada;;;0
569;8;8; ;Kaspars Claude;;75;225;2000-6-10;La Habra;CA;Latvia;;;0
570;-1;-1; ;Duke Duckworth;;73;206;2000-11-19;Lewisville;TX;The United States;;;0
571;-1;-1; ;Haley Knight;;74;220;2002-6-7;Toronto;ON;Canada;;;0
